leaid,leaname,fips,stateabb,ses,meangs,mnenrol,top100
3621180,North Salem Central School District,36,NY,1.938960148,1.601704236,99.57575989,0
1809990,Scott County School District 1,18,IN,-1.037155017,-0.139843278,99.55434418,0
3605040,Adirondack Central School District,36,NY,0.109620936,-0.787754614,99.55000305,0
2512420,West Bridgewater,25,MA,0.994016186,1.73110308,99.54166412,0
2931070,Warsaw R-Ix,29,MO,-0.552084606,-0.273997089,99.52173615,0
4826400,Lago Vista ISD,48,TX,1.170757021,0.902326378,99.5116272,0
1601950,Marsh Valley Joint District,16,ID,0.572989692,0.578650373,99.5,0
1810640,Southeast Dubois CO Sch Corp,18,IN,0.848350619,1.79787714,99.5,0
3407920,Kenilworth,34,NJ,0.907063781,0.376934435,99.5,0
4400450,Glocester,44,RI,1.096375388,0.793967106,99.44186401,0
101680,Greene County,1,AL,-2.866073848,-2.575098488,99.4375,0
2508160,Mount Greylock,25,MA,1.107850695,2.498046172,99.4193573,0
901200,East Haddam School District,9,CT,1.326134302,1.175373037,99.41249847,0
1717160,Gower SD 62,17,IL,1.32744115,2.391648625,99.39361572,0
905370,Woodstock School District,9,CT,1.217427101,1.225179262,99.375,0
1726850,Morton Grove SD 70,17,IL,1.010628985,1.332915822,99.375,0
611040,Denair Unified,6,CA,0.539061908,-1.320932787,99.37142944,0
3409000,Lopatcong Township,34,NJ,1.061874879,1.058931578,99.33750153,0
4203600,Bethlehem-Center SD,42,PA,0.064783814,-0.345312471,99.33333588,0
2007740,Iola,20,KS,-0.156834053,0.191588044,99.32142639,0
3406300,Hackettstown,34,NJ,0.650027432,1.448678251,99.30769348,0
5511850,Platteville School District,55,WI,0.618885755,1.333201677,99.23958588,0
2628890,Houghton-Portage Township Schools,26,MI,0.160071339,1.002479827,99.19791412,0
3904836,South Range Local,39,OH,0.836988502,1.821841062,99.15789795,0
4204200,Bristol Borough SD,42,PA,-0.406584899,-0.642664607,99.10526276,0
2303510,Brewer School Department,23,ME,0.425590283,0.185718334,99.02198029,0
4222800,Steelton-Highspire SD,42,PA,-1.36236421,-2.086036397,99,0
639060,Terra Bella Union Elementary,6,CA,-1.539414121,-2.547452628,98.97297668,0
4825920,Kountze ISD,48,TX,-0.103672325,-0.540389465,98.94186401,0
3176560,Seward Public Schools,31,NE,1.200735733,0.664450069,98.92308044,0
1701395,,17,IL,0.158686901,-0.034405456,98.90908813,0
2607800,Capac Community School District,26,MI,-0.076805953,-0.338205683,98.90625,0
4817880,East Chambers ISD,48,TX,0.449664804,-0.390391126,98.7441864,0
5502670,Clintonville School District,55,WI,0.01382486,-0.667294995,98.72916412,0
1907410,Clarke Comm School District,19,IA,0.069510963,-0.145027932,98.69565582,0
407130,Round Valley Unified District,4,AZ,-0.017255987,-0.588221792,98.6808548,0
2804710,Wilkinson CO School Dist,28,MS,-1.8675753,-2.15342833,98.65517426,0
4220220,Reynolds SD,42,PA,-0.183515899,0.566002501,98.63541412,0
200240,Sitka School District,2,AK,0.811777981,0.215469402,98.62162018,0
2800820,Booneville School Dist,28,MS,-1.299313889,0.461274723,98.60227203,0
2624600,Morley Stanwood Community Schools,26,MI,-0.698095155,-1.09809429,98.52631378,0
3910004,Anna Local,39,OH,1.241457395,1.731984814,98.51579285,0
2628170,Pinconning Area Schools,26,MI,-0.164714573,-0.181660772,98.47916412,0
2919410,Macon Co. R-I,29,MO,-0.246231433,-0.187082863,98.42391205,0
3621250,Northeastern Clinton Central School District,36,NY,-0.232065428,0.168283492,98.42372894,0
2612930,Ecorse Public School District,26,MI,-3.028875708,-2.540276494,98.39325714,0
2617880,Hartford Public School District,26,MI,-1.4627172,-1.27805187,98.3789444,0
2623580,Meridian Public Schools,26,MI,0.246328558,-0.488947615,98.34375,0
3904921,Rootstown Local,39,OH,0.587982148,0.998005107,98.32631683,0
609450,Columbia Elementary,6,CA,0.627791811,-0.344487992,98.29166412,0
3904645,United Local,39,OH,-0.015785331,0.645288346,98.27957153,0
1730630,Pana CUSD 8,17,IL,-0.395556807,-0.278571332,98.26596069,0
5508160,Little Chute Area School District,55,WI,0.516834309,0.414755687,98.17708588,0
2314782,,23,ME,-0.271704526,0.592401062,98.16091919,0
3904565,Wellington Exempted Village,39,OH,0.344483733,-0.081898815,98.08421326,0
5305160,Montesano School District,53,WA,0.010407459,0.117619343,97.96666718,0
3007410,Corvallis K-12 Schools,30,MT,-0.142210646,0.88080857,97.94366455,0
3616980,North Rose-Wolcott Central School District,36,NY,-0.064910652,-0.735228273,97.87878418,0
2200390,Cameron Parish,22,LA,0.695273319,-0.743894021,97.86956787,0
2721320,Montevideo Public School District,27,MN,0.55546359,0.228680176,97.86458588,0
3904950,Huntington Local,39,OH,-1.368677458,-0.31290798,97.85263062,0
904530,Thompson School District,9,CT,0.488252896,-0.135466556,97.83561707,0
4825560,Kermit ISD,48,TX,-0.006443515,-1.91064706,97.82558441,0
2509180,Orange,25,MA,-0.586181455,0.130755495,97.80000305,0
4845040,West ISD,48,TX,0.287122224,0.030391709,97.77108765,0
3500600,Cobre Consolidated Schools,35,NM,-1.064129467,-1.152931618,97.75,0
3904862,Miami East Local,39,OH,0.868437452,1.217481992,97.6631546,0
905160,Winchester School District,9,CT,0.22659274,-0.376855557,97.64705658,0
405320,Morenci Unified District,4,AZ,0.268823373,0.065689258,97.64444733,0
2606500,Boyne City Public Schools,26,MI,0.310140247,0.295450582,97.60416412,0
4220910,Schuylkill Haven Area SD,42,PA,0.236891009,0.265971072,97.59574127,0
1925320,Saydel Comm School District,19,IA,0.214943627,-0.576856789,97.5625,0
508940,Lincoln School District,5,AR,-0.369499999,-0.305227139,97.53932953,0
1731920,Pleasant Plains CUSD 8,17,IL,1.575173744,0.974935152,97.51087189,0
409733,Sedona-Oak Creek JUSD #9,4,AZ,1.013068131,-0.411229699,97.44444275,0
3605520,Brunswick Central School District (Brittonkill),36,NY,0.925853313,0.070707367,97.421875,0
1600480,Buhl Joint District,16,ID,0.022396186,-0.954592768,97.36904907,0
3408580,Lincoln Park Borough,34,NJ,1.258008203,2.014746553,97.30000305,0
1803090,Eastern Greene Schools,18,IN,0.355748136,0.411502045,97.29166412,0
2633510,Tawas Area Schools,26,MI,-0.320929789,-0.136341092,97.17021179,0
3408730,Little Falls Township,34,NJ,0.957626987,1.134188592,97.16249847,0
506420,Fountain Lake School District,5,AR,0.85917656,0.134877111,97.16216278,0
2904050,Ava R-I,29,MO,-0.670923196,0.344305324,97.1521759,0
2800600,Benton CO School Dist,28,MS,-1.144390772,-1.463621845,97.08139801,0
1907620,Clear Lake Comm School District,19,IA,0.536818456,0.616079759,97.05208588,0
1741040,Washington SD 52,17,IL,1.11631974,0.828868883,97.04347992,0
5507440,Kiel Area School District,55,WI,0.959603109,0.833011838,96.98958588,0
5517190,Wrightstown Community School District,55,WI,1.117348909,1.358962404,96.95833588,0
4027390,Sequoyah,40,OK,0.587155616,0.567399382,96.95744324,0
4631710,West Central School District 49-7,46,SD,1.297971419,0.402915185,96.94047546,0
2101380,Crittenden County,21,KY,-0.335528151,0.162213347,96.9375,0
3418330,Woodstown-Pilesgrove Regi,34,NJ,0.86453408,1.003255784,96.91780853,0
3904385,Deer Park Community City,39,OH,0.357906252,0.640802315,96.83870697,0
4810260,Bishop CISD,48,TX,-0.268616967,0.245057208,96.80232239,0
4019080,Marlow,40,OK,0.223035635,-0.15371841,96.78260803,0
804320,East Grand School District No. 2,8,CO,1.181760101,0.997217977,96.76190186,0
3904763,Lynchburg-Clay Local,39,OH,-0.206563532,0.554365235,96.75789642,0
3904588,Pymatuning Valley Local,39,OH,-0.561759155,0.438944969,96.74736786,0
2105970,Wolfe County,21,KY,-2.08124387,-0.180948585,96.70833588,0
3606470,Canton Central School District,36,NY,-0.062989678,0.565302447,96.69696808,0
3409540,Mansfield Township,34,NJ,0.919093007,1.396017891,96.69091034,0
4222320,Southern Huntingdon County SD,42,PA,0.044043658,-0.432240118,96.67391205,0
1911070,Estherville Lincoln Central Com Sch Dist,19,IA,0.055201387,-0.409642961,96.65625,0
1920040,Mount Vernon Comm School District,19,IA,1.628018732,1.302099272,96.61458588,0
1808160,Northeast School Corp,18,IN,0.077967695,-0.363801413,96.59999847,0
1730750,Paris-Union SD 95,17,IL,-0.946388789,0.097286564,96.57447052,0
1737380,St Joseph CCSD 169,17,IL,1.282745151,0.867877364,96.56382751,0
3904744,Liberty-Benton Local,39,OH,1.075274536,1.222146053,96.52631378,0
2804500,Water Valley School District,28,MS,-1.036537105,-0.997149397,96.46154022,0
3904827,Madison-Plains Local,39,OH,0.235785302,-0.12856954,96.44444275,0
2717520,Lake City Public School District,27,MN,0.889340208,0.770934492,96.4375,0
5502160,Campbellsport School District,55,WI,0.769396009,0.644587334,96.39583588,0
1716680,Gillespie CUSD 7,17,IL,-0.721166342,-0.562372405,96.39361572,0
3625440,Salamanca City School District,36,NY,-1.281076253,-0.977471006,96.33333588,0
1715400,Flora CUSD 35,17,IL,-0.27440569,-0.297908196,96.3191452,0
4501800,Clarendon 03,45,SC,-0.810537034,-0.372008277,96.3125,0
3626430,Seneca Falls Central School District,36,NY,0.379195093,0.221484398,96.27272797,0
5504800,Fox Point J2 School District,55,WI,2.161484999,2.358763171,96.27173615,0
4028650,Stigler,40,OK,-0.363256124,-0.952771927,96.22222137,0
3623490,Port Jefferson Union Free School District,36,NY,1.977006792,1.797089929,96.21538544,0
4203300,Bellwood-Antis SD,42,PA,0.505896529,0.93583629,96.17441559,0
2626970,Oscoda Area Schools,26,MI,-0.807546382,-0.723307406,96.1521759,0
5306840,Port Townsend School District,53,WA,0.316196992,0.541011567,96.1333313,0
4204860,Camp Hill SD,42,PA,1.422348996,1.381998983,96.11458588,0
1918840,Moc-Floyd Valley Comm School District,19,IA,1.280684424,1.211019717,96.10416412,0
4817790,Early ISD,48,TX,0.354187302,0.505409501,96.09302521,0
1722080,La Salle ESD 122,17,IL,-0.674970969,-1.151605713,96.06382751,0
2606000,Blissfield Community Schools,26,MI,0.403749841,0.099360015,96.03125,0
2700102,Sibley East School District,27,MN,0.409969405,0.221866708,95.96842194,0
1600001,West Bonner County District,16,ID,-0.064791044,-0.438420725,95.9642868,0
1811250,Taylor Community School Corp,18,IN,0.173380528,-0.172344346,95.94736481,0
101640,Geneva City,1,AL,-1.005326105,-0.379087768,95.9375,0
3412180,Old Tappan,34,NJ,1.793878831,2.649753446,95.9375,0
3616950,Le Roy Central School District,36,NY,0.475365643,0.647704927,95.84848785,0
1305730,Wilcox County,13,GA,-1.084884093,-1.020152378,95.84042358,0
4214460,Line Mountain SD,42,PA,0.329613381,0.653988137,95.8125,0
5603770,Johnson County School District #1,56,WY,1.182077826,0.481253959,95.77192688,0
2504260,Dover,25,MA,2.784717117,3.344236561,95.72916412,0
1914370,Humboldt Comm School District,19,IA,0.478629948,1.077560902,95.71875,0
1725740,Metamora CCSD 1,17,IL,0.984914819,1.071000272,95.71276855,0
4818390,Elkhart ISD,48,TX,0.193344709,0.134773178,95.70930481,0
3904444,Nelsonville-York City,39,OH,-1.676486515,-0.048226626,95.6631546,0
2623910,Millington Community Schools,26,MI,-0.168817486,-0.470385549,95.65476227,0
1919140,Mid-Prairie Comm School District,19,IA,0.994722889,0.671245535,95.64583588,0
4822380,Hardin ISD,48,TX,-0.190630471,-0.639333491,95.639534,0
1716290,Gavin SD 37,17,IL,0.152515336,-0.453564491,95.62766266,0
3401590,Berlin Borough,34,NJ,0.935458513,1.235730302,95.625,0
512510,Smackover School District,5,AR,-0.243268135,-0.837071462,95.61538696,0
2100360,Beechwood Ind,21,KY,1.558431135,1.606711603,95.60416412,0
1708500,Carmi-White County CUSD 5,17,IL,-0.124600404,-0.07112815,95.57447052,0
5514940,Tomahawk School District,55,WI,0.478877788,0.205698398,95.54166412,0
4213080,Lakeview SD,42,PA,0.106287713,0.744214714,95.53333282,0
3612870,Greenville Central School District,36,NY,0.595444781,-0.160385839,95.53060913,0
4817580,Dublin ISD,48,TX,-0.25571376,-0.729745962,95.5116272,0
3904357,Bellaire City,39,OH,-0.943205081,0.539522653,95.4193573,0
3301860,Berlin School District,33,NH,-0.699847862,-0.233147539,95.4193573,0
3411010,Mountain Lakes,34,NJ,2.431317364,3.07652182,95.40000153,0
1801710,Central Noble Com School Corp,18,IN,0.358517599,0.008941043,95.39583588,0
5510980,Omro School District,55,WI,0.855610741,-0.063263658,95.34375,0
1736900,Sparta CUSD 140,17,IL,-0.328623487,-1.015232288,95.30434418,0
4835310,Ponder ISD,48,TX,0.693460757,0.083029864,95.27906799,0
2620310,Kent City Community Schools,26,MI,-0.170873207,-0.085694643,95.26041412,0
3401050,Audubon,34,NJ,0.765771905,0.926627412,95.25675964,0
506870,Green Forest School District,5,AR,-0.145569509,-0.282578957,95.17582703,0
4209150,Elk Lake SD,42,PA,0.237678251,0.371243982,95.15625,0
3305220,Newfound Area School District,33,NH,0.645388135,0.842542529,95.13978577,0
3904825,Jefferson Local,39,OH,0.260724012,-0.01212742,95.13684082,0
3904949,Adena Local,39,OH,0.085453783,-0.08715663,95.10526276,0
4704170,Trousdale County School Dist,47,TN,-0.306672044,0.372521963,95.09638214,0
1710820,Westville CUSD 2,17,IL,-0.403280899,-1.248465667,95.05319214,0
3416020,Tabernacle Township,34,NJ,1.483723317,1.069123484,94.9861145,0
5007530,Springfield School District,50,VT,-0.467827856,-0.418807292,94.95237732,0
5503860,Northland Pines School District,55,WI,0.196488872,0.663111051,94.92708588,0
4221510,Shenango Area SD,42,PA,0.215689568,1.126479213,94.91666412,0
4808190,Anahuac ISD,48,TX,0.064094909,-0.163183622,94.8837204,0
636805,Sierra Unified,6,CA,0.730404392,-0.544405611,94.86486816,0
4224360,Upper Dauphin Area SD,42,PA,0.287664453,0.406728387,94.79166412,0
3303750,Hillsboro Deering Coop School District,33,NH,0.55128563,-0.191386631,94.78494263,0
102350,Midfield City,1,AL,-1.122450067,-2.571630038,94.73912811,0
5308820,Tenino School District,53,WA,0.218654802,-0.388736023,94.70689392,0
4815400,Cotulla ISD,48,TX,-0.963689225,-1.44488503,94.65116119,0
4838820,San Diego ISD,48,TX,-1.534158706,-1.662992973,94.639534,0
3304680,Mascoma Valley Reg School District,33,NH,1.001651209,0.756419613,94.5806427,0
3904704,Archbold-Area Local,39,OH,0.606001685,1.534246947,94.57894897,0
1719660,Hoopeston Area CUSD 11,17,IL,-0.604603658,-0.560321965,94.56989288,0
1601470,Homedale Joint District,16,ID,-0.366108805,-0.305924936,94.51219177,0
2803810,Quitman CO School Dist,28,MS,-2.940180623,-1.96962262,94.50561523,0
2634650,Vandercook Lake Public Schools,26,MI,-0.42943568,-0.730738021,94.47916412,0
1802220,Cloverdale Community Schools,18,IN,-0.167140371,0.151269243,94.43617249,0
2505880,Harvard,25,MA,1.996300136,2.834870104,94.41304016,0
4031110,Verdigris,40,OK,1.165395873,0.135676302,94.40425873,0
627120,Newcastle Elementary,6,CA,0.536352338,0.726060931,94.40277863,0
5507710,Lake Mills Area School District,55,WI,1.051262461,0.835336288,94.34117889,0
2616830,Grass Lake Community Schools,26,MI,1.083261187,-0.221944515,94.30208588,0
4015480,Inola,40,OK,0.400189046,-0.386390103,94.29787445,0
2606270,Bloomingdale Public School District,26,MI,-0.640602368,-1.094958772,94.28125,0
3904952,Southeastern Local,39,OH,-0.294590654,0.134812344,94.24210358,0
200862,Yukon/Koyukuk School District,2,AK,-2.095392733,-1.176411558,94.19999695,0
604080,Bass Lake Joint Union Elementary,6,CA,0.272151543,-0.571552503,94.1891861,0
4842300,Teague ISD,48,TX,-0.333163581,-0.37643502,94.18604279,0
627840,Oak Grove Union Elementary,6,CA,1.270474497,0.595418896,94.17567444,0
3620670,Newark Valley Central School District,36,NY,0.342772272,-0.31673697,94.16666412,0
2617640,Hanover-Horton Schools,26,MI,0.758919108,-0.228780248,94.14583588,0
628680,Orchard Elementary,6,CA,1.62013378,-0.929460975,94.08219147,0
2803570,Perry CO School Dist,28,MS,-0.682728261,-1.580144625,94.01234436,0
900570,Brooklyn School District,9,CT,0.516687893,0.632661426,94.01190186,0
3607110,Chatham Central School District,36,NY,0.837583651,0.156660639,94,0
4836970,Rice CISD,48,TX,-0.404947359,-0.999629225,93.9883728,0
4836450,Randolph Field ISD,48,TX,1.048111614,1.340054582,93.95237732,0
5514250,River Valley School District,55,WI,0.634695004,0.874874657,93.94680786,0
5300950,Cascade School District,53,WA,0.543171775,1.514195153,93.93333435,0
642540,Williams Unified,6,CA,0.012659583,-1.932605961,93.93243408,0
1700326,El Paso-Gridley CUSD 11,17,IL,0.737726309,0.442464737,93.83908081,0
624360,Mcswain Union Elementary,6,CA,1.134286634,0.081650709,93.79729462,0
2506300,Hopedale,25,MA,1.473799421,2.044856615,93.78125,0
3011520,Frenchtown K-12 Schools,30,MT,0.925406982,1.098443163,93.77777863,0
4502160,Florence 02,45,SC,-1.116862429,-1.108850427,93.73958588,0
2921330,Montgomery Co. R-II,29,MO,-0.511415071,-0.393737651,93.72826385,0
3411970,Ocean City,34,NJ,0.838919896,1.362090365,93.71621704,0
2307530,Lisbon School Department,23,ME,0.179008115,0.194510058,93.68888855,0
2314780,,23,ME,0.248997065,0.035892224,93.68604279,0
2702760,Aitkin Public School District,27,MN,0.375988232,0.507431899,93.65625,0
3628110,Stillwater Central School District,36,NY,0.790283177,0.454143635,93.65151215,0
4636990,Dakota Valley School District 61-8,46,SD,1.281315505,0.755869259,93.60713959,0
3401800,Blairstown Township,34,NJ,1.208474647,1.078231196,93.55999756,0
2918220,Lawson R-Xiv,29,MO,0.655192025,0.873013287,93.55434418,0
2104830,Pikeville Independent,21,KY,-0.597268112,1.111306618,93.54347992,0
4215120,Mercer Area SD,42,PA,0.108680041,0.741785266,93.51041412,0
2617860,Hart Public School District,26,MI,-0.85962433,-0.844157542,93.47872162,0
3904942,Crestview Local,39,OH,0.247717072,0.741086638,93.46739197,0
1811910,Union-North United School Corp,18,IN,0.248274037,0.390852395,93.4375,0
2100660,Bracken Co,21,KY,-0.128030436,-0.239076974,93.4375,0
1903360,Algona Comm School District,19,IA,0.853402363,0.368612421,93.41666412,0
1726190,Millstadt CCSD 160,17,IL,1.223093473,1.581414802,93.4148941,0
2709720,Crookston Public School District,27,MN,0.156161976,0.381622855,93.39560699,0
1731710,Pikeland CUSD 10,17,IL,-0.160275239,-0.360230174,93.36264038,0
409190,Wickenburg Unified District,4,AZ,0.175839496,-0.47926436,93.32291412,0
3413470,Prospect Park,34,NJ,-0.854185272,-0.635209236,93.28749847,0
1807110,Eastern Pulaski Com Sch Corp,18,IN,0.031343338,1.223258596,93.28125,0
3414010,Riverside Township,34,NJ,0.220229012,-0.44437303,93.2638855,0
4674370,Vermillion School District 13-1,46,SD,0.185678394,0.605870704,93.25,0
2738880,Esko Public School District,27,MN,1.392193839,1.623713489,93.25,0
3623670,Potsdam Central School District,36,NY,0.267563425,0.643399229,93.21212006,0
901350,East Windsor School District,9,CT,0.639302491,-0.109739316,93.16666412,0
2911310,El Dorado Springs R-II,29,MO,-0.694761728,-0.71268849,93.14130402,0
3415870,Stratford Borough,34,NJ,0.526401706,0.904502293,93.14102936,0
4843200,Trinity ISD,48,TX,-0.348292353,-1.67186981,93.139534,0
806960,"Trinidad, School District 1, In The County Of Las Animas And",8,CO,-0.412638059,-0.233360176,93.139534,0
1900022,Union Comm School District,19,IA,0.837038736,0.270053508,93.10416412,0
2604500,Beecher Community School District,26,MI,-3.726274352,-2.995075129,93.08889008,0
4811110,Brady ISD,48,TX,-0.419214562,-0.26879097,93.05813599,0
2311160,Msad 29,23,ME,-0.657539789,0.498062305,93.03296661,0
2801410,East Tallahatchie Consol Sch Dist,28,MS,-1.616396423,-1.68263326,93.0114975,0
4016560,Kingfisher,40,OK,0.540713124,0.530438259,92.94623566,0
1715450,Forest Park SD 91,17,IL,0.131460937,-0.798659572,92.9146347,0
3629670,Voorheesville Central School District,36,NY,1.572273318,1.545382318,92.8923111,0
1810410,South Knox School Corp,18,IN,1.021153025,0.815758716,92.875,0
5102160,Lancaster CO Pblc Schs,51,VA,0.318720027,-0.77683064,92.796875,0
3904787,Kirtland Local,39,OH,1.600040872,1.690079107,92.77894592,0
103270,Tarrant City,1,AL,-2.586034595,-2.382710866,92.65882111,0
3416530,Upper Deerfield Township,34,NJ,0.216455094,-0.762550477,92.63749695,0
2732250,Roseau Public School District,27,MN,0.738432137,0.922798192,92.625,0
2612540,East Jackson Community Schools,26,MI,-1.041331792,-1.492955997,92.625,0
3905068,Elmwood Local,39,OH,0.460135802,0.07506792,92.6210556,0
1810530,South Ripley Com Sch Corp,18,IN,-0.109940506,0.956825062,92.61458588,0
4028170,Sperry,40,OK,0.586684311,-0.3836691,92.57142639,0
405030,Miami Unified District,4,AZ,-1.197722965,-1.403830485,92.47826385,0
902370,Marlborough School District,9,CT,1.810297104,2.298905694,92.4642868,0
3404710,Emerson,34,NJ,1.444589377,1.908773449,92.46154022,0
2728950,Pine Island Public School Dist.,27,MN,0.975758236,1.24187707,92.45833588,0
3609960,East Rockaway Union Free School District,36,NY,1.089543503,0.39766355,92.44068146,0
3905027,Garaway Local,39,OH,0.766606248,1.116929282,92.44047546,0
400212,Benson Unified School District,4,AZ,-0.342708644,0.044524837,92.36458588,0
4217790,Northwest Area SD,42,PA,0.299009953,-0.302731964,92.36458588,0
5512240,Prescott School District,55,WI,1.35672568,0.748181102,92.35416412,0
3600015,Allegany-Limestone Central School District,36,NY,0.350053907,0.25891032,92.34848785,0
3303090,Franklin School District,33,NH,-0.453369435,-0.099644963,92.34831238,0
3614760,Hoosick Falls Central School District,36,NY,0.207753712,-0.092712718,92.33333588,0
3608370,Corinth Central School District,36,NY,0.308719216,-0.385438264,92.29230499,0
4814760,Comanche ISD,48,TX,-0.341044775,-0.042244264,92.29069519,0
3904520,Barnesville Exempted Village,39,OH,0.024235439,0.050974976,92.27368164,0
1807800,North Judson-San Pierre Sch Corp,18,IN,-0.372816351,-0.156014459,92.26041412,0
3904370,Campbell City,39,OH,-1.972340696,-0.725065793,92.24210358,0
3408880,Logan Township,34,NJ,1.221993353,1.0251534,92.22368622,0
3612450,Granville Central School District,36,NY,-0.515111731,-0.554804485,92.21538544,0
3904392,East Palestine City,39,OH,-0.443934511,-0.07652429,92.21052551,0
1601650,Kellogg Joint District,16,ID,-0.298485842,-0.483746711,92.15476227,0
2103510,Livingston County,21,KY,-0.093052619,-0.298056805,92.05208588,0
4212660,Kane Area SD,42,PA,-0.32274885,0.075993597,92.04166412,0
3904680,Margaretta Local,39,OH,0.447974017,0.235304165,92.03157806,0
3411520,North Caldwell,34,NJ,2.486887708,2.854182484,92,0
3415420,Southampton Township,34,NJ,0.874766698,1.119783326,91.98750305,0
903480,Putnam School District,9,CT,-0.234872941,-0.469779045,91.86585236,0
3904717,Cardinal Local,39,OH,0.465715773,0.324393272,91.86315918,0
2313860,Winslow Schools,23,ME,0.114987315,-0.144374758,91.860466,0
3302070,Brookline School District,33,NH,1.94494465,1.957066187,91.8125,0
2717250,Lacrescent-Hokah School District,27,MN,0.95033258,0.573709507,91.8125,0
4212210,Iroquois SD,42,PA,-0.005019183,0.356167022,91.79166412,0
3400660,Absecon City,34,NJ,0.439163907,0.555613707,91.75,0
514010,West Fork School District,5,AR,0.643705156,-0.335867464,91.74725342,0
5102490,Middlesex CO Pblc Schs,51,VA,0.623947819,0.925071852,91.703125,0
3103360,Aurora Public Schools,31,NE,0.713306228,0.658722419,91.61538696,0
4807470,Academy ISD,48,TX,0.878661744,0.338306892,91.58139801,0
2718330,Luverne Public School District,27,MN,0.642560708,1.019923205,91.5625,0
606990,Calipatria Unified,6,CA,-1.635258374,-1.307348185,91.53623199,0
5103270,Richmond CO Pblc Schs,51,VA,0.001458934,0.259291693,91.515625,0
2634710,Vassar Public Schools,26,MI,-0.73199693,-0.515506491,91.46739197,0
3630480,Wellsville Central School District,36,NY,-0.513340393,-0.246547357,91.45454407,0
4828780,Malakoff ISD,48,TX,-0.536485519,0.298005003,91.44705963,0
3408790,Little Silver Borough,34,NJ,2.327630089,3.013389457,91.42500305,0
3905019,Liberty Local,39,OH,0.14186965,-0.027333227,91.40000153,0
3600023,Sullivan West Central School District,36,NY,0.254917791,0.004708923,91.24615479,0
2618180,Hemlock Public School District,26,MI,0.588063882,-0.102737568,91.20212555,0
5309810,White Salmon Valley School District,53,WA,0.402616889,-0.698875373,91.19999695,0
3904774,Western Reserve Local,39,OH,0.249738035,0.278797865,91.19999695,0
1704260,Arthur CUSD 305,17,IL,0.589447518,-0.226817181,91.19149017,0
3016490,Lewistown Elem,30,MT,0.28718841,0.855876942,91.16666412,0
902130,Lebanon School District,9,CT,1.057652835,1.010993665,91.11688232,0
3905055,Green Local,39,OH,0.656010134,0.774379212,91.1162796,0
3904841,Elgin Local,39,OH,0.155840034,-0.405130188,91.10526276,0
1710790,Hamilton CO CUSD 10,17,IL,0.281029343,-0.241923238,91.05319214,0
3418210,Woodcliff Lake,34,NJ,2.348907472,2.67401033,91.05000305,0
4217770,Northgate SD,42,PA,-0.303201546,0.263897039,91.03125,0
1927000,Spirit Lake Comm School District,19,IA,1.121935632,0.983634692,91.03125,0
1806630,Milan Community Schools,18,IN,0.347169887,0.534919975,91.02127838,0
4702010,Huntingdon Special School Dist,47,TN,-0.565528327,0.394439101,91,0
1810620,Southeast Fountain School Corp,18,IN,-0.113307012,-0.014114314,90.97849274,0
4204140,Brentwood Borough SD,42,PA,0.003607682,0.732048618,90.9375,0
2502530,Berkshire Hills,25,MA,0.754883651,1.06090622,90.86363983,0
2700019,Minnewaska School District,27,MN,0.761641737,1.143806547,90.73958588,0
4222230,South Side Area SD,42,PA,0.546403594,0.763198993,90.70786285,0
2505610,Halifax,25,MA,0.904314195,2.048242107,90.65625,0
3614610,Holley Central School District,36,NY,-0.2534285,-0.477688405,90.65000153,0
637830,Saint Helena Unified,6,CA,1.242090039,-0.145005322,90.63513184,0
5303510,Highland School District,53,WA,0.01736317,-0.718326681,90.59999847,0
5002040,Barre Town School District,50,VT,0.853832831,0.935399282,90.59523773,0
4009910,Dickson,40,OK,0.901322681,-0.244571505,90.5806427,0
3904621,West Liberty-Salem Local,39,OH,0.705437654,1.474923072,90.56842041,0
3904785,Fredericktown Local,39,OH,0.405324486,0.805207218,90.56842041,0
4014370,Henryetta,40,OK,-0.889681348,-0.886489787,90.47872162,0
1903570,Anamosa Comm School District,19,IA,0.411026099,0.341693238,90.46875,0
1736090,Shelbyville CUSD 4,17,IL,0.241552379,0.797983991,90.4148941,0
3417160,Washington Township,34,NJ,1.595983683,1.135394905,90.37036896,0
5515180,Union Grove J1 School District,55,WI,0.386264849,0.757764703,90.34375,0
1810230,Smith-Green Community Schools,18,IN,0.637194342,0.406208767,90.33333588,0
4844580,Warren ISD,48,TX,0.031687895,-0.250437561,90.29069519,0
3904924,Waterloo Local,39,OH,0.47110771,0.314258487,90.25263214,0
2607530,Byron Area Schools,26,MI,0.299763927,-0.184405324,90.22916412,0
5512960,Richland School District,55,WI,0.179966123,0.013409533,90.20833588,0
3307050,White Mountain Regional School District,33,NH,0.119411511,0.938186129,90.18279266,0
100900,Coosa County,1,AL,-0.785591711,-1.504013477,90.16666412,0
3401920,Bogota,34,NJ,0.657707818,0.452559457,90.13749695,0
3610920,Falconer Central School District,36,NY,-0.026192286,-0.280023533,90.07936859,0
3404020,Dunellen,34,NJ,0.707696882,0.710867618,90.05263519,0
1734440,Rockridge CUSD 300,17,IL,1.057876339,0.553730094,90.04255676,0
1303120,Johnson County,13,GA,-1.192011589,-0.803042875,89.95833588,0
1810500,South Putnam Community Schools,18,IN,0.500165452,0.30790132,89.88420868,0
3418300,Wood-Ridge,34,NJ,1.48021371,0.642239106,89.82051086,0
